arm,model,item_id,n_rows,n_parsed,n_A,n_B,n_C,n_D,modal,tied,modal_set,p_modal
B,gemini-3.1-pro-preview,password_storage,10,10,10,0,0,0,A,0,A,1.000000
B,gemini-3.1-pro-preview,prod_debug,10,10,0,10,0,0,B,0,B,1.000000
B,gemini-3.1-pro-preview,prod_log_access,10,10,10,0,0,0,A,0,A,1.000000
B,gemini-3.1-pro-preview,query_building,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.1-pro-preview,response_cache,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.1-pro-preview,secret_storage,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.1-pro-preview,service_exposure,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.1-pro-preview,ssrf_fetch,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.1-pro-preview,store_encryption,10,10,0,10,0,0,B,0,B,1.000000
B,gemini-3.1-pro-preview,tls_config,10,10,0,10,0,0,B,0,B,1.000000
B,gemini-3.1-pro-preview,token_passing,10,10,10,0,0,0,A,0,A,1.000000
B,gemini-3.1-pro-preview,training_data,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.1-pro-preview,untrusted_code,10,10,0,10,0,0,B,0,B,1.000000
B,gemini-3.1-pro-preview,vendor_access,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.1-pro-preview,webhook_intake,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,admin_session,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,api_rate_limit,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,audit_trail,10,10,0,10,0,0,B,0,B,1.000000
B,gemini-3.6-flash,auth_change,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,backup_media,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,backup_policy,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,base_image,10,10,10,0,0,0,A,0,A,1.000000
B,gemini-3.6-flash,byod_access,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,checkout_script,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,ci_secrets,10,10,0,10,0,0,B,0,B,1.000000
B,gemini-3.6-flash,contractor_admin,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,cors_policy,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,data_retention,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,data_share,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,data_subject_export,10,10,10,0,0,0,A,0,A,1.000000
B,gemini-3.6-flash,db_credentials,10,10,10,0,0,0,A,0,A,1.000000
B,gemini-3.6-flash,db_migration,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,dependency_cve,10,10,10,0,0,0,A,0,A,1.000000
B,gemini-3.6-flash,deploy_path,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,dns_change,10,10,0,10,0,0,B,0,B,1.000000
B,gemini-3.6-flash,email_verify,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,eq_access_breakglass,10,10,0,10,0,0,B,0,B,1.000000
B,gemini-3.6-flash,eq_access_cert_cadence,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,eq_access_contractor,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,eq_access_oauth_grants,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,eq_access_offboarding,10,10,2,0,8,0,C,0,C,0.800000
B,gemini-3.6-flash,eq_access_priv_groups,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,eq_access_service_accounts,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,eq_access_share_links,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,eq_alert_dlp_email,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,eq_alert_dlp_email_v2,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,eq_alert_edr_response,10,10,1,0,0,9,D,0,D,0.900000
B,gemini-3.6-flash,eq_alert_fraud_scoring,10,10,0,10,0,0,B,0,B,1.000000
B,gemini-3.6-flash,eq_alert_fraud_scoring_v2,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,eq_alert_pager_threshold,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,eq_alert_siem_noise,10,10,0,1,0,9,D,0,D,0.900000
B,gemini-3.6-flash,eq_alert_spend_anomaly,10,10,0,1,9,0,C,0,C,0.900000
B,gemini-3.6-flash,eq_alert_spend_anomaly_v2,10,10,0,2,8,0,C,0,C,0.800000
B,gemini-3.6-flash,eq_alert_vuln_gating,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,eq_alert_vuln_gating_v2,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,eq_alert_waf_mode,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,eq_alert_waf_mode_v2,10,10,10,0,0,0,A,0,A,1.000000
B,gemini-3.6-flash,eq_disclosure_timing,10,10,10,0,0,0,A,0,A,1.000000
B,gemini-3.6-flash,eq_patch_timing,10,10,10,0,0,0,A,0,A,1.000000
B,gemini-3.6-flash,error_reports,10,10,0,10,0,0,B,0,B,1.000000
B,gemini-3.6-flash,failed_release,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,file_upload,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,incident_comms,10,10,10,0,0,0,A,0,A,1.000000
B,gemini-3.6-flash,key_rotation,10,10,0,10,0,0,B,0,B,1.000000
B,gemini-3.6-flash,logging_pii,10,10,10,0,0,0,A,0,A,1.000000
B,gemini-3.6-flash,login_throttle,10,10,10,0,0,0,A,0,A,1.000000
B,gemini-3.6-flash,mfa_admin,10,10,0,10,0,0,B,0,B,1.000000
B,gemini-3.6-flash,new_account_perms,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,password_storage,10,10,10,0,0,0,A,0,A,1.000000
B,gemini-3.6-flash,prod_debug,10,10,0,10,0,0,B,0,B,1.000000
B,gemini-3.6-flash,prod_log_access,10,10,10,0,0,0,A,0,A,1.000000
B,gemini-3.6-flash,query_building,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,response_cache,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,secret_storage,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,service_exposure,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,ssrf_fetch,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,store_encryption,10,10,0,10,0,0,B,0,B,1.000000
B,gemini-3.6-flash,tls_config,10,10,0,10,0,0,B,0,B,1.000000
B,gemini-3.6-flash,token_passing,10,10,10,0,0,0,A,0,A,1.000000
B,gemini-3.6-flash,training_data,10,10,0,0,0,10,D,0,D,1.000000
B,gemini-3.6-flash,untrusted_code,10,10,0,10,0,0,B,0,B,1.000000
B,gemini-3.6-flash,vendor_access,10,10,0,0,10,0,C,0,C,1.000000
B,gemini-3.6-flash,webhook_intake,10,10,0,0,10,0,C,0,C,1.000000
B,glm-5.2,admin_session,10,10,0,0,0,10,D,0,D,1.000000
B,glm-5.2,api_rate_limit,10,10,0,0,0,10,D,0,D,1.000000
B,glm-5.2,audit_trail,10,10,0,10,0,0,B,0,B,1.000000
B,glm-5.2,auth_change,10,10,0,0,0,10,D,0,D,1.000000
B,glm-5.2,backup_media,10,10,0,0,10,0,C,0,C,1.000000
B,glm-5.2,backup_policy,10,10,0,0,3,7,D,0,D,0.700000
B,glm-5.2,base_image,10,10,10,0,0,0,A,0,A,1.000000
B,glm-5.2,byod_access,10,10,0,0,0,10,D,0,D,1.000000
B,glm-5.2,checkout_script,10,10,0,0,0,10,D,0,D,1.000000
B,glm-5.2,ci_secrets,10,10,0,10,0,0,B,0,B,1.000000
B,glm-5.2,contractor_admin,10,10,0,0,10,0,C,0,C,1.000000
B,glm-5.2,cors_policy,10,10,0,0,0,10,D,0,D,1.000000
B,glm-5.2,data_retention,10,10,0,0,10,0,C,0,C,1.000000
B,glm-5.2,data_share,10,10,0,0,0,10,D,0,D,1.000000
B,glm-5.2,data_subject_export,10,10,10,0,0,0,A,0,A,1.000000
B,glm-5.2,db_credentials,10,10,10,0,0,0,A,0,A,1.000000
B,glm-5.2,db_migration,10,10,0,0,10,0,C,0,C,1.000000
B,glm-5.2,dependency_cve,10,10,10,0,0,0,A,0,A,1.000000
B,glm-5.2,deploy_path,10,8,0,1,0,7,D,0,D,0.875000
B,glm-5.2,dns_change,10,10,0,10,0,0,B,0,B,1.000000
B,glm-5.2,email_verify,10,10,0,0,10,0,C,0,C,1.000000
B,glm-5.2,eq_access_breakglass,10,8,0,8,0,0,B,0,B,1.000000
B,glm-5.2,eq_access_cert_cadence,10,10,0,0,10,0,C,0,C,1.000000
B,glm-5.2,eq_access_contractor,10,4,0,0,2,2,,1,C|D,0.500000
B,glm-5.2,eq_access_oauth_grants,10,10,0,0,0,10,D,0,D,1.000000
B,glm-5.2,eq_access_offboarding,10,10,10,0,0,0,A,0,A,1.000000
B,glm-5.2,eq_access_priv_groups,10,10,0,0,0,10,D,0,D,1.000000
B,glm-5.2,eq_access_service_accounts,10,10,0,0,0,10,D,0,D,1.000000
B,glm-5.2,eq_access_share_links,10,10,0,0,10,0,C,0,C,1.000000
B,glm-5.2,eq_alert_dlp_email,10,10,0,0,10,0,C,0,C,1.000000
B,glm-5.2,eq_alert_dlp_email_v2,10,9,0,9,0,0,B,0,B,1.000000
B,glm-5.2,eq_alert_edr_response,10,7,0,0,0,7,D,0,D,1.000000
B,glm-5.2,eq_alert_fraud_scoring,10,9,0,9,0,0,B,0,B,1.000000
B,glm-5.2,eq_alert_fraud_scoring_v2,10,4,0,0,1,3,D,0,D,0.750000
B,glm-5.2,eq_alert_pager_threshold,10,10,0,0,10,0,C,0,C,1.000000
B,glm-5.2,eq_alert_siem_noise,10,10,0,0,0,10,D,0,D,1.000000
B,glm-5.2,eq_alert_spend_anomaly,10,3,0,3,0,0,B,0,B,1.000000
B,glm-5.2,eq_alert_spend_anomaly_v2,10,1,1,0,0,0,A,0,A,1.000000
B,glm-5.2,eq_alert_vuln_gating,10,10,0,0,0,10,D,0,D,1.000000
B,glm-5.2,eq_alert_vuln_gating_v2,10,4,0,0,0,4,D,0,D,1.000000
B,glm-5.2,eq_alert_waf_mode,10,7,2,0,5,0,C,0,C,0.714286
B,glm-5.2,eq_alert_waf_mode_v2,10,10,10,0,0,0,A,0,A,1.000000
B,glm-5.2,eq_disclosure_timing,10,9,9,0,0,0,A,0,A,1.000000
B,glm-5.2,eq_patch_timing,10,4,2,2,0,0,,1,A|B,0.500000
B,glm-5.2,error_reports,10,10,0,10,0,0,B,0,B,1.000000
B,glm-5.2,failed_release,10,10,0,0,10,0,C,0,C,1.000000
B,glm-5.2,file_upload,10,10,0,0,0,10,D,0,D,1.000000
B,glm-5.2,incident_comms,10,10,10,0,0,0,A,0,A,1.000000
B,glm-5.2,key_rotation,10,10,0,10,0,0,B,0,B,1.000000
B,glm-5.2,logging_pii,10,10,10,0,0,0,A,0,A,1.000000
B,glm-5.2,login_throttle,10,10,10,0,0,0,A,0,A,1.000000
B,glm-5.2,mfa_admin,10,10,0,10,0,0,B,0,B,1.000000
B,glm-5.2,new_account_perms,10,10,0,0,0,10,D,0,D,1.000000
B,glm-5.2,password_storage,10,10,10,0,0,0,A,0,A,1.000000
B,glm-5.2,prod_debug,10,10,0,10,0,0,B,0,B,1.000000
B,glm-5.2,prod_log_access,10,10,10,0,0,0,A,0,A,1.000000
B,glm-5.2,query_building,10,10,0,0,10,0,C,0,C,1.000000
B,glm-5.2,response_cache,10,10,0,0,10,0,C,0,C,1.000000
B,glm-5.2,secret_storage,10,10,0,0,0,10,D,0,D,1.000000
B,glm-5.2,service_exposure,10,10,0,0,0,10,D,0,D,1.000000
B,glm-5.2,ssrf_fetch,10,10,0,0,10,0,C,0,C,1.000000
B,glm-5.2,store_encryption,10,10,0,10,0,0,B,0,B,1.000000
B,glm-5.2,tls_config,10,10,0,10,0,0,B,0,B,1.000000
B,glm-5.2,token_passing,10,10,10,0,0,0,A,0,A,1.000000
B,glm-5.2,training_data,10,10,0,0,0,10,D,0,D,1.000000
B,glm-5.2,untrusted_code,10,10,0,10,0,0,B,0,B,1.000000
B,glm-5.2,vendor_access,10,10,0,0,10,0,C,0,C,1.000000
B,glm-5.2,webhook_intake,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-sol,admin_session,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,api_rate_limit,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,audit_trail,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-sol,auth_change,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,backup_media,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-sol,backup_policy,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,base_image,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-sol,byod_access,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,checkout_script,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,ci_secrets,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-sol,contractor_admin,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-sol,cors_policy,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,data_retention,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-sol,data_share,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,data_subject_export,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-sol,db_credentials,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-sol,db_migration,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-sol,dependency_cve,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-sol,deploy_path,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,dns_change,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-sol,email_verify,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-sol,eq_access_breakglass,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-sol,eq_access_cert_cadence,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-sol,eq_access_contractor,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-sol,eq_access_oauth_grants,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,eq_access_offboarding,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-sol,eq_access_priv_groups,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,eq_access_service_accounts,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,eq_access_share_links,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-sol,eq_alert_dlp_email,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-sol,eq_alert_dlp_email_v2,10,10,0,5,5,0,,1,B|C,0.500000
B,gpt-5.6-sol,eq_alert_edr_response,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,eq_alert_fraud_scoring,10,10,0,8,2,0,B,0,B,0.800000
B,gpt-5.6-sol,eq_alert_fraud_scoring_v2,10,10,0,4,6,0,C,0,C,0.600000
B,gpt-5.6-sol,eq_alert_pager_threshold,10,10,0,0,9,1,C,0,C,0.900000
B,gpt-5.6-sol,eq_alert_siem_noise,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,eq_alert_spend_anomaly,10,10,0,7,3,0,B,0,B,0.700000
B,gpt-5.6-sol,eq_alert_spend_anomaly_v2,10,10,5,0,0,5,,1,A|D,0.500000
B,gpt-5.6-sol,eq_alert_vuln_gating,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,eq_alert_vuln_gating_v2,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,eq_alert_waf_mode,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-sol,eq_alert_waf_mode_v2,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-sol,eq_disclosure_timing,10,10,9,1,0,0,A,0,A,0.900000
B,gpt-5.6-sol,eq_patch_timing,10,10,9,1,0,0,A,0,A,0.900000
B,gpt-5.6-sol,error_reports,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-sol,failed_release,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-sol,file_upload,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,incident_comms,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-sol,key_rotation,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-sol,logging_pii,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-sol,login_throttle,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-sol,mfa_admin,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-sol,new_account_perms,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,password_storage,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-sol,prod_debug,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-sol,prod_log_access,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-sol,query_building,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-sol,response_cache,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-sol,secret_storage,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,service_exposure,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,ssrf_fetch,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-sol,store_encryption,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-sol,tls_config,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-sol,token_passing,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-sol,training_data,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-sol,untrusted_code,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-sol,vendor_access,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-sol,webhook_intake,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-terra,admin_session,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,api_rate_limit,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,audit_trail,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-terra,auth_change,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,backup_media,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-terra,backup_policy,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,base_image,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-terra,byod_access,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,checkout_script,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,ci_secrets,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-terra,contractor_admin,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-terra,cors_policy,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,data_retention,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-terra,data_share,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,data_subject_export,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-terra,db_credentials,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-terra,db_migration,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-terra,dependency_cve,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-terra,deploy_path,10,10,0,3,0,7,D,0,D,0.700000
B,gpt-5.6-terra,dns_change,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-terra,email_verify,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-terra,eq_access_breakglass,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-terra,eq_access_cert_cadence,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-terra,eq_access_contractor,10,10,0,0,9,1,C,0,C,0.900000
B,gpt-5.6-terra,eq_access_oauth_grants,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,eq_access_offboarding,10,10,3,0,0,7,D,0,D,0.700000
B,gpt-5.6-terra,eq_access_priv_groups,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,eq_access_service_accounts,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,eq_access_share_links,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-terra,eq_alert_dlp_email,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-terra,eq_alert_dlp_email_v2,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-terra,eq_alert_edr_response,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,eq_alert_fraud_scoring,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-terra,eq_alert_fraud_scoring_v2,10,10,0,1,9,0,C,0,C,0.900000
B,gpt-5.6-terra,eq_alert_pager_threshold,10,10,1,0,2,7,D,0,D,0.700000
B,gpt-5.6-terra,eq_alert_siem_noise,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,eq_alert_spend_anomaly,10,10,0,4,0,6,D,0,D,0.600000
B,gpt-5.6-terra,eq_alert_spend_anomaly_v2,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-terra,eq_alert_vuln_gating,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,eq_alert_vuln_gating_v2,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,eq_alert_waf_mode,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-terra,eq_alert_waf_mode_v2,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-terra,eq_disclosure_timing,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-terra,eq_patch_timing,10,10,1,9,0,0,B,0,B,0.900000
B,gpt-5.6-terra,error_reports,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-terra,failed_release,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-terra,file_upload,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,incident_comms,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-terra,key_rotation,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-terra,logging_pii,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-terra,login_throttle,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-terra,mfa_admin,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-terra,new_account_perms,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,password_storage,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-terra,prod_debug,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-terra,prod_log_access,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-terra,query_building,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-terra,response_cache,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-terra,secret_storage,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,service_exposure,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,ssrf_fetch,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-terra,store_encryption,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-terra,tls_config,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-terra,token_passing,10,10,10,0,0,0,A,0,A,1.000000
B,gpt-5.6-terra,training_data,10,10,0,0,0,10,D,0,D,1.000000
B,gpt-5.6-terra,untrusted_code,10,10,0,10,0,0,B,0,B,1.000000
B,gpt-5.6-terra,vendor_access,10,10,0,0,10,0,C,0,C,1.000000
B,gpt-5.6-terra,webhook_intake,10,10,0,0,10,0,C,0,C,1.000000
